prices slovakia wheat,prices czechia wheat,prices lithuania barley,prices portugal barley,prices portugal maize,prices portugal wheat,prices bulgaria wheat,prices bulgaria maize,prices bulgaria barley,prices france barley,prices france wheat,prices france maize,prices germany barley,prices germany rye,prices austria wheat,prices austria barley,prices romania barley,prices romania maize,prices poland maize,prices slovenia maize,prices slovenia wheat,prices finland wheat,prices finland oats,prices italy barley,prices italy maize,prices croatia maize,prices croatia wheat,prices spain barley,prices spain wheat,prices germany wheat,prices romania wheat,prices poland barley,prices poland rye,prices poland wheat,prices italy wheat,prices lithuania wheat,prices finland barley,import france wheat,import germany maize,import romania wheat,import romania maize,import romania barley,import poland maize,import italy maize,import croatia wheat,import croatia maize,import slovenia wheat,import slovenia maize,import slovenia barley,import lithuania maize,import portugal maize,import spain barley,import bulgaria wheat,import bulgaria maize,import austria wheat,import finland wheat,import germany wheat,import italy wheat,import portugal wheat,export france oats,export france rye,export france wheat,export france barley,export germany oats,export germany rye,export germany maize,export germany barley,export romania wheat,export romania maize,export poland rye,export poland maize,export poland barley,export slovakia wheat,export slovakia maize,export slovakia barley,export italy rye,export italy maize,export italy barley,export croatia oats,export croatia wheat,export croatia rye,export croatia maize,export croatia barley,export czechia oats,export czechia wheat,export czechia maize,export czechia barley,export slovenia rye,export slovenia maize,export lithuania rye,export lithuania maize,export lithuania barley,export portugal rye,export portugal maize,export spain oats,export spain rye,export spain maize,export bulgaria wheat,export bulgaria maize,export austria oats,export austria rye,export austria wheat,export austria barley,export finland oats,export finland rye,export finland wheat,export germany wheat,export poland wheat,export italy wheat,export slovenia wheat,export lithuania wheat,export portugal wheat,export spain wheat
1.4724999999999966,3.564808333333332,-2.319574999999986,-13.0,-1.0,-6.0,-3.9114450000000147,6.135600000000011,0.0,-8.153333333333336,-10.007499999999993,-3.236666666666679,-5.166666666666657,-0.3333333333333428,1.5999999999999943,4.5,4.466108333333352,7.638133333333315,4.62491,1.5349999999999966,13.422499999999985,-5.925000000000011,0.0,1.75,-0.75,3.525299999999987,6.468985000000032,0.9799999999999898,3.6299999999999955,-6.583333333333314,-1.25749214285716,2.257117500000021,4.249652499999996,1.9905616666666504,4.375,-0.3446574999999825,-0.7737500000000068,2809.3161151868726,498.6427167959896,-105.52627600096429,-2169.273069933197,-7.625,292.777587661648,458.229558886675,-52.376459071219415,239.6817180569558,29.90758510756288,-88.41699916251116,2.9918038419777133,-126.00326365926253,-576.9321731733932,6780.8943089430895,-18.56447688564475,-6038.425370858173,-44.4775206866218,-3226.164608188254,245.5785366430672,-625.0814615525501,41.374035908212136,6412.6912190016255,-25.678622916893346,433.5289644039999,2068.5249592930804,1144.7950944764336,7.510184171488504,-2139.551657338804,14.362960670654047,1072.1035637382781,1356.8419619564265,-337.74986242615324,-412.60975736614046,-359.1996952329769,30.339028700778357,320.2535979934664,-7.526402634722615,31.294035176335,-263.0410706593616,749.1275343203711,1.5979410836394266,-29.332137091705363,-45.05782528544353,-58.71464069491458,10.822074336776836,-4.804023162544297,-523.3581952789708,1134.5853171867398,1525.669002049208,427.4128142741281,550.790600967382,-2617.633846354394,-757.1834221221944,-240.5422439554924,-191.3420592839446,278.79744329672917,-167.03982177666376,-1329.197080291971,-1013.2016441922337,-22.774043860810423,7.034422902913349,15.886787537623718,101.1427124855735,-5059.274259829252,-986.8975748667815,14.392899351618837,-132.37855603561877,-650.0,39.63047061466534,-37.68069796288887,-205.48952220208935,377.931780285033,33.16416439015177,293.7586419148783,-810.6616510822755
14.392499999999984,-0.23689999999999145,0.345799999999997,0.0,2.5,-2.75,-0.818080000000009,4.090399999999988,1.2782499999999857,-1.552500000000009,-2.115000000000009,-0.6775000000000091,-4.125,2.75,-1.5999999999999943,-5.666666666666657,1.58404166666665,-1.4835142857142785,-0.9837724999999864,-2.0674999999999955,0.6625000000000227,-5.449999999999989,0.0,-5.0,0.75,2.564150000000012,0.46781500000000165,-2.7299999999999898,-8.872499999999974,-3.5625,7.833280833333333,-7.486405000000019,2.061172499999998,-5.090494999999976,-3.625,-7.5923799999999915,-0.4337500000000034,1485.8240519588899,498.64271679599005,90.40259229122864,1220.0432766136873,-7.625,-301.29914018465405,-359.5407014996532,393.59087086411523,809.5860732763206,22.91033410942697,-10.679945211780478,-3.6673063596140594,35.16458841166343,2557.6439638867214,-6553.9473684210525,68.45531205859709,1206.050275658975,-100.59084120806546,-7.412034147512372,-134.727847309784,-234.54468488495934,67.24989330312246,-6034.635451161213,-10.822100154099417,183.79802211943456,-2075.007679098706,-627.0341848814925,14.982150709441441,1050.7809512004005,-82.58909688763919,-988.4309215044235,-637.9890268595086,76.91729170461059,951.2323030903315,139.249343832021,30.33902870077833,125.88303221415845,-13.067112514606151,31.294035176335,-47.79441799361234,-1252.3532369099898,77.75329929926613,-212.83192339851576,-8.17393304041093,490.84407441191047,-4.728194701957477,-7.364565767021361,306.8100834869748,1134.5853171867398,-1469.720564799943,1973.23600973236,-1627.9511386378363,-142.61104236388837,57.556304965346385,446.67501836435576,84.73393076328733,482.4256282255715,-167.03982177666376,1340.4391493133232,-1403.0207060196567,517.5451088858459,23809.28783773322,766.9648848132408,38.020527285530875,-230.24085255198884,-113.60836415843505,-21.60370955391602,-129.00960704725736,-650.0,-49.02658230456177,195.91292893092134,116.56481159316786,-443.2738421288912,11.554066560393665,22.553730563111117,-248.72917065692127
-1.9499999999999886,0.4749999999999943,2.122924999999981,-5.0,8.0,1.5,6.6469000000000165,0.0,3.834750000000014,8.662499999999994,13.787499999999994,7.412499999999994,7.875,2.5,-1.1500000000000057,-1.4333333333333371,-5.661974999999984,16.365514285714283,-2.6541375000000187,2.8725000000000023,-1.3400000000000318,1.75,0.0,1.0,10.5,2.9360250000000008,3.009491666666662,-1.0,2.392499999999984,10.5,-8.408283333333344,-3.832099999999997,0.11588750000001369,-0.5397541666666825,5.875,7.685450000000003,3.0704166666666595,-3584.190340851791,-53.204783356059124,-126.87897497380351,1332.3098842723798,83.25,88.83076211381382,2672.967763768423,3.344920312192585,493.64517137001576,-16.121863483451023,848.081733078133,-3.6673063596140594,256.3230111274786,-1385.8051029196458,-296.0526315789475,68.4553120585972,-661.2889465438905,2.1163288415860393,163.78832116788328,88.73773429424409,138.14093104787673,-236.1431243785762,771.4662347149833,-127.44166483473668,-126.10070077467071,275.47755965525596,-26.59544225197942,14.978316264033879,1050.7809512004005,52.063196345731114,-101.85733353663733,-200.44970287216756,-275.6362089453784,234.23100451196115,-65.45746245802695,30.339028700778357,-307.04648955238827,-11.096914502402228,31.294035176334887,136.12069070135817,-1013.7940207385444,253.05023842989604,179.30091424376064,127.69879763688948,2456.20819729651,15.364635985408711,13.869785555029523,2133.854088567464,1134.5853171867398,-20.343169565468543,-1973.23600973236,1351.2389225312622,-0.3283120896098808,57.55630496534627,-57.96432223125157,12.210392582805127,-24.905763826651082,-1617.2222222222222,-764.5942790426153,994.8854650873818,-513.0636145200872,-20149.66637850283,-476.7334764972561,-118.33942380682964,-118.92516676372418,90.76609063429657,1679.4365136471702,1075.9586824873384,116.57777777777778,15.314523068999165,125.81473962011171,963.9711816281408,420.4492228040377,173.45793846313387,-282.3643948539226,-295.12368707104054
1.6574999999999989,3.2860000000000014,3.663675000000012,-0.75,4.75,5.0,-7.669499999999999,0.0,0.0,-1.5699999999999932,1.4925000000000068,4.180000000000007,0.0,5.75,2.75,7.849999999999994,-8.67483333333334,5.917480000000012,7.101987500000007,-0.7600000000000193,2.9050000000000296,0.25,0.0,-1.0,3.25,6.9649,1.7642583333333164,2.25,6.650000000000006,2.375,5.218869166666678,2.7804749999999956,4.078962500000017,6.859320833333356,1.5,5.646487499999978,1.5845833333333417,-765.1514308119756,-53.204783356059124,-0.2873607299619607,-471.09926015588735,-136.0,220.61273564449664,2779.6106046387804,-610.9167580651261,947.2060018724242,-29.76317832534278,-86.09872140038965,-3.667306359614031,-339.80810669341207,-669.7817757392431,-24.193548387096826,-90.0352529702468,608.9021375537079,156.96001964652714,163.78832116788317,-50.786744894902085,21.764312050841113,526.7559384913473,-1155.0763830849612,99.21853519217632,-407.89349652545957,2568.2496823227516,399.432421555356,60.02560316499273,1050.7809512004005,50.5064204515013,45.37594775956927,-374.54020173463937,295.85053081603706,-616.870358052246,93.8941760656503,30.33902870077833,263.70270027773404,50.61754762102339,31.294035176335,32.43237134692117,-409.0693522556279,6.087270109434769,-242.63963239952437,-112.23543651371403,-3055.63321755375,238.61655651852465,35.09751376770072,-902.9704377479461,-873.7423156021305,-19.877971414810872,2.5682616923492105,-532.1162449741828,3689.775525407909,362.0674245674244,52.073715440648925,43.22194974793547,-600.3183213491932,640.3571428571429,468.58973157655066,30.65424556287553,-27.71627874388139,-3658.538335051622,-310.3553851372628,-184.50440403310648,332.57700486731164,1171.3079146691603,-1668.4790306828336,-744.9665321021708,116.57777777777778,17830.203568189794,-162.04712629885603,-1126.4430917058082,120.77220122357369,-213.98631592727094,-15.880100567267334,-220.55059915711013
-4.308500000000009,6.560665,-7.484939999999995,2.8499999999999943,1.6500000000000057,3.3000000000000114,-8.692099999999982,0.0,0.0,-12.256,-8.6935,-6.580999999999989,-9.25,3.5,3.0,5.75,-8.67483333333334,5.494677142857114,5.439552499999991,13.181000000000012,4.349999999999966,-0.44999999999998863,0.0,-3.25,-1.0,12.887644999999992,2.405955000000006,2.0800000000000125,0.4199999999999875,-7.8125,6.205912083333345,-2.8001099999999894,4.367827499999976,2.4801083333333054,-1.375,5.331192499999986,0.8237500000000182,429.7143387122412,-53.204783356060034,469.16174303309714,-20.65778512277393,7.45886597352424,-241.198566526293,-1588.6595240192974,446.65976971856617,-2581.63152035508,-17.86805584123286,-676.7971326311886,-3.6673063596140594,-74.7809948911518,2938.043162998147,-856.4625602101883,-90.0352529702468,419.6463877340284,1988.487530833229,353.0,225.83291524583638,2068.765753764479,-404.1040124561248,-5.2791819340907296,67.47516129953408,115.00049011970577,2568.249682322752,449.645411584102,15.33202780070394,-3070.9414206960864,-54.43969130926331,11.1729644935279,-524.4499601997236,-43.88397625339894,-431.9769480537491,93.8941760656503,30.33902870077833,-831.9996542269337,-56.40769535348056,31.294035176335,88.99642076548434,3183.2874524654126,576.9172415995911,168.54929976080024,44.582197093758396,-51.616924399801064,-231.89409265234355,-6.917606926028554,-428.0157700039042,-873.74231560213,-27.198418526430203,2.5682616923492105,144.31626707253054,-818.1923868239987,-281.87798643482165,297366.7933489171,-72.41589667149015,74.52528800239315,-680.3571428571429,-1042.2163308643235,8683.950982353623,61.65806590091597,-10.113428037152488,-27.01923939937717,71.29556315829603,-340.2461946171147,-1356.882340053228,19556.824524138756,-113.39258133880946,116.57777777777778,-17807.6278927748,93.5060776764069,-19.593260502035378,192.2713294093761,56.076904848229844,188.10129543688225,160.88227489631856
3.953499999999991,-1.8336150000000089,-5.086010000000016,-4.599999999999994,-11.150000000000006,-11.800000000000011,-2.428675000000027,0.0,-2.8121500000000026,-6.01400000000001,-9.694000000000017,-5.327333333333343,-6.5,-9.75,-10.0,-27.5,-8.67483333333334,3.7215761904762132,3.870497499999999,-5.150999999999982,-4.234999999999985,-1.913333333333327,0.0,-18.416666666666657,-3.25,0.12192999999999188,-0.3336299999999994,1.6699999999999875,-3.7949999999999875,-9.1875,-17.31813125000002,-0.6301650000000052,-2.2998024999999984,-1.595445833333315,-0.25,-8.510842499999967,-2.978333333333353,9762.159403520596,-53.204783356059124,-464.7922229330331,-1127.6107113295154,7.45886597352424,46.330417476713535,-2417.309352209569,-34.24790480330137,1478.3920351181923,28.722690436580876,-124.7033615358173,-3.6673063596140594,-74.78099489115183,-3455.1824735862015,388.6105620362064,208.82157652339458,-485.88530981710255,-2133.957333715073,353.0,-164.61099605823256,-1651.2283753279567,-104.1326919811529,12233.721892600512,-62.91847586108884,401.34196116477506,-2700.113721954809,-529.2548909027516,-100.02654427603647,-779.0512929726699,34.35732074890865,70.70802071073456,-140.69045044950144,-125.3622066334188,719.3073401543072,-84.74452546879922,30.339028700778385,-831.9996542269341,73.24537337022679,31.294035176334887,-136.37246086160076,-2201.8664784601106,-899.7541158862518,61.939776708442196,15.568498427073791,221.81129160247656,246.9646810621901,7.888545456784925,-428.0157700039043,-873.74231560213,-3.926199567368144,2.568261692349324,-1078.226407963372,2600.574295818422,-163.3598604573881,-297670.62546241935,-4.8671356286555465,-332.65656152356735,-360.0,-6.841142029163791,-3110.371468099398,-72.39053233063896,7015.231839995532,31.300834499692257,-135.0591393014941,550.4330357677806,44.713105131145994,-19606.504330116517,111.63381706030987,-75.94666666666672,-91.53960769949947,207.0374287078978,77.65788944749147,-329.4169530761437,92.98184195421561,-11.9958374009924,-120.64108677858405
-15.415500000000009,-7.199424999999991,0.3988300000000038,-10.800000000000011,-7.849999999999994,-27.400000000000006,-7.183764999999994,0.0,-24.695790000000017,-9.900000000000006,-13.969999999999999,-5.826666666666682,-13.699999999999989,-9.75,-6.333333333333343,-15.400000000000006,-1.0712800000000016,-2.975583333333333,3.623662500000023,4.60299999999998,-29.706999999999994,-4.320666666666682,0.0,-7.133333333333354,0.09999999999999432,-7.351729999999975,-38.47101000000001,0.05000000000001137,-5.657000000000011,-9.112500000000011,4.005950000000013,-30.669254999999993,-14.37527750000001,-12.513947500000029,-4.449999999999989,-5.479032500000017,-0.9666666666666686,-2839.5748994377955,-53.204783356059124,-14.729243696664668,-146.93371529081605,7.458865973524212,3.782262144490801,-1021.0404869838173,-216.17715002225845,-1670.903465459605,105.32207734808279,158.5693911105123,-3.667306359614031,288.3316295462565,479.2052572349771,388.6105620362065,-26.850432969125563,-1634.3465133910468,118.7955046795912,-1399.756690997567,75.98181791913953,-450.45726632410674,82.44550659748859,-4395.511647322245,-8.91590873012126,-698.0028093069659,-2700.113721954809,-245.96380432088336,46.78911267977912,452.6934970741911,-16.926363505385666,-142.4823114292469,-902.5670238019724,-83.89729150592285,-156.00775965648745,-83.62782777152859,-198.02919708029196,-831.9996542269341,-11.715720050277696,31.294035176335,232.38414372919942,-156.79637366224915,483.1950469358786,-29.56539446124384,-13.64789612750269,-336.45793689816037,9.956499987897814,-54.38389801687674,-428.0157700039043,-873.7423156021305,9.902774783709333,2.568261692349324,1361.5634598263491,-5579.780859486775,47.70645225519729,228.1425067310364,-16.160531089141273,1105.9351303035005,15.0,1.2165450121655113,-6618.989220203204,42.04334432236709,-7038.712235530783,2227.602422178068,152.02062447992466,-263.3868641184715,64.50574288801943,-24.38378601804922,774.570370803732,-75.9466666666666,8.446043731938062,-391.0623309868208,-157.98505883822259,-300.4275763053449,48.781567721768965,-257.23753281107247,99.14706260455216
-10.206999999999994,-14.439175000000006,-29.70258000000001,-14.699999999999989,-5.900000000000006,-15.599999999999994,-16.208210000000008,-10.225999999999999,-8.283059999999992,-0.01999999999998181,-1.6449999999999818,-4.9199999999999875,-0.8000000000000114,-9.0,-7.166666666666657,-9.599999999999994,-1.5758449999999868,5.644650000000013,10.15553749999998,-6.6404999999999745,10.089500000000015,-6.0660000000000025,-0.5,-1.1999999999999886,1.4000000000000057,-5.966120000000018,10.240085000000022,-1.5,-9.918000000000006,-12.699999999999989,-3.3533937500000093,-4.258507500000007,-6.38789749999998,-20.948019166666654,3.6999999999999886,-35.08407999999997,-8.15749999999997,24689.759995291563,-398.71043722379045,-7.906254356189663,-586.0498596971624,7.45886597352424,3493.041838636078,-573.7674729971404,-191.4496167794411,518.3655184291154,-137.86896884486023,-169.1290078964149,-3.6673063596140594,-118.87106427016198,-492.27162323301195,-341.384454232464,150.47479691693138,-106.73792242402129,322.4352053048201,174.57420924574217,77.30599306592035,-58.04262151024216,-315.1285621331593,-7921.055749774344,61.94009469972332,236.8496563927498,33.379951624198384,2300.090734114109,458.8264951953363,-803.2390288184663,64.62413791338247,-19.268795411491965,561.9918789761172,259.7440941113333,481.91405245826445,-83.62782777152853,-0.827900912646669,-831.9996542269337,-64.29084740071892,31.294035176335,-432.95163893178255,-429.6142904391968,-52.938789883077675,-131.3244474163746,-117.8347634153451,38.739446616485566,-104.71120015699609,23.87121567479113,13.735538282193772,396.70071279818853,30.95899714971671,-6.397306397306465,-1867.9107203001104,-25.385629047709074,876.170790860073,-149.3788885542857,-35.498391927538364,-639.7090543205752,-12.900660620677542,61.71246600830102,943.2151676802941,-42.230978512503526,5.825099004366564,2227.6024221780676,-40.64910643560819,-135.0163709454896,949.0130969632122,158.33362884110855,-942.5760382528524,-75.94666666666672,-2.5734959325884574,852.2224797350427,511.1650466367706,267.3327939079352,-138.1540899453463,106.37916953891249,-62.91045345807288
4.025000000000006,0.007849999999990587,-8.39972499999999,5.0,-4.25,-1.5,8.947750000000013,-10.226000000000013,0.0,-1.5699999999999932,-7.632499999999993,-0.8199999999999932,-2.5,-0.75,-3.25,-5.916666666666657,-3.4839000000000055,-31.37936666666667,0.6828910714285712,-17.577500000000015,-3.920000000000016,-3.625,-4.5,-3.75,-24.5,0.23572500000000218,4.179299999999984,-0.16666666666668561,-1.3833333333332973,-4.75,3.0253125000000125,2.854412499999995,-0.58335000000001,-1.4764375000000314,-0.875,-13.792412500000012,-2.605000000000018,-20350.301171835854,-398.71043722379,84.37944975158743,333.3274100102325,131.96150579974127,-1727.4128254697666,-43.60463809099883,298.87594832906314,-696.8855529298783,5.67694817803266,-77.53206397622853,-3.6673063596140594,-193.98210319918823,255.59647745238,484.45358509879975,-425.0885430783572,294.72572022412197,2430.2054794520545,174.57420924574205,-336.2186828297231,-148.80157289085298,354.95443689528173,769.8365216522488,-74.01081577766035,85.80289398331308,90.49980502863986,-1964.3607337215158,-297.2628424939172,310.1989073422194,-62.86117158260913,124.73868121257445,-290.8254562841362,-38.25290668696152,-863.7273851473362,-179.03121484814397,291.1748807074208,337.7170148691887,-11.491513769323262,93.9049899001759,10.98478194967447,97.01561418067502,-191.62406275630866,174.2081069003766,133.07192533119866,191.15623127479876,116.04360460634251,-6.24182880870211,30.562365123711572,396.7007127981883,17.234184698306933,-6.397306397306352,858.7397650637181,2839.148493014886,-874.3923334425848,29.785558487964124,15.802442256241932,-501.2282112428726,11.551760509080964,-93.89312294260765,-1889.4800676857817,1.803295324534048,5.825099004366905,2227.602422178068,-64.89868860923985,99.88348838268382,-553.9831310020778,-171.04510606328816,516.0841876196193,-75.9466666666666,37.95295863266699,-97.75143522428675,-461.60050341278486,23.8743416897197,-39.002369162465584,164.9076825919699,141.85279163645555
-3.461999999999989,-1.4520749999999794,0.810805000000002,1.5,-4.449999999999989,0.9000000000000057,0.0,-4.0904000000000025,0.0,7.593999999999994,-0.31850000000002865,-20.730000000000018,0.6999999999999886,1.5500000000000114,-1.0,-7.154761904761926,-9.547299999999979,-6.58150333333333,-53.882998571428544,-32.84,-0.25950000000000273,-2.6750000000000114,-6.599999999999994,-0.6500000000000057,-13.900000000000006,-22.475024999999988,-2.2700450000000103,0.026666666666670835,-6.014666666666699,0.9499999999999886,4.860588750000005,-3.4836050000000114,-1.1440425000000118,-3.4772233333333133,5.275000000000006,-0.5024925000000167,-1.0374999999999943,21230.896803592994,-398.71043722379045,-9.16673574124377,1339.1407436690465,-51.01000861860689,-1727.4128254697666,810.658095053911,51.66600340901027,163.26204818160454,91.3997457322383,209.49712323602452,-3.6673063596140594,314.3063345848785,377.8119052054369,-67.21863938321303,207.2047884177444,-120.80663407642794,-2866.1816457243167,707.5975198179107,172.8634436175364,853.0812106088177,-61.34628133929573,-343.60438306350215,-97.33122370909479,-228.51825796954085,204.40529784821268,125.10626447116874,33.561229284197,310.1989073422196,-10.323455704670778,-48.626522597531846,554.3940127304013,304.1606302546262,65.23525663576152,40.9038087008322,162.98635353855911,337.7170148691887,14.807602150492187,93.9049899001759,457.70236831059424,3189.412515205217,44.01296403664031,-190.53762210590992,-133.81870729917182,-654.4637214417334,-276.7881692368987,-9.04726362208595,58.74595600252155,451.0416313466801,-41.86286879123435,2386.013986013986,-966.9745746574596,-2158.629198055472,2186.520418987006,-239.23134632850008,23.167934003530263,359.5130999345712,-2.1511476880274074,37.06845132638841,96.74942333602803,99.41117383544258,-27.10702841473372,-6698.698197504236,6.82031528959493,-167.10403871319932,-355.11524301708465,189.68052272995484,-149.66098121321193,-75.94666666666672,13.411057889507447,-59.44631081884563,115.69495895039847,114.28160877432776,11.699511730041422,-56.551172177737726,-174.3702143905839
