prices bulgaria barley,prices bulgaria maize,prices bulgaria wheat,prices italy barley,prices italy maize,prices france barley,prices france maize,prices france wheat,prices germany rye,prices germany barley,prices croatia maize,prices croatia wheat,prices romania barley,prices romania maize,prices slovenia maize,prices slovenia wheat,prices portugal wheat,prices portugal barley,prices portugal maize,prices finland oats,prices finland wheat,prices czechia wheat,prices austria barley,prices austria wheat,prices poland maize,prices lithuania barley,prices slovakia wheat,prices spain barley,prices spain wheat,prices finland barley,prices italy wheat,prices poland barley,prices poland wheat,prices poland rye,prices romania wheat,prices lithuania wheat,prices germany wheat,import finland wheat,import bulgaria maize,import bulgaria wheat,import italy maize,import croatia maize,import croatia wheat,import austria wheat,import poland maize,import spain barley,import romania maize,import romania barley,import romania wheat,import france wheat,import slovenia maize,import slovenia barley,import slovenia wheat,import lithuania maize,import portugal maize,import germany maize,import italy wheat,import portugal wheat,import germany wheat,export finland oats,export finland rye,export bulgaria maize,export bulgaria wheat,export italy maize,export italy barley,export italy rye,export croatia oats,export croatia maize,export croatia barley,export croatia rye,export croatia wheat,export czechia oats,export czechia maize,export czechia barley,export czechia wheat,export austria wheat,export austria oats,export austria barley,export austria rye,export poland maize,export poland barley,export poland rye,export spain oats,export spain maize,export spain rye,export romania maize,export romania wheat,export france wheat,export france oats,export france barley,export france rye,export slovenia maize,export slovenia rye,export lithuania maize,export lithuania barley,export lithuania rye,export slovakia maize,export slovakia barley,export slovakia wheat,export portugal maize,export portugal rye,export germany oats,export germany maize,export germany barley,export germany rye,export italy wheat,export poland wheat,export spain wheat,export lithuania wheat,export slovenia wheat,export portugal wheat,export germany wheat
155.9464,132.9379,187.26352500000002,213.25,185.0,180.98333333333335,174.8166666666667,207.65,168.33333333333334,186.66666666666666,138.2245,179.82527499999998,172.436625,131.87196666666668,176.655,188.27,227.75,215.5,183.5,125.0,180.625,170.86126666666667,184.0,180.4,157.1703,168.896275,158.36,166.1,187.6,147.12375,243.0,195.6940625,184.38554166666668,131.9454375,157.78533214285716,180.68088749999998,207.83333333333331,4000.0,7096.987339663501,477.2506082725061,821.9214299726725,1164.179624770582,468.9121704855852,510.0256268519522,307.04603186501004,1194.1056910569105,2567.1879700361496,216.0,306.100484466694,1162.503180000452,389.3812916687589,207.0081961580223,206.4738713819269,492.9148157979837,1249.4212025884701,3515.7530169769066,1202.809934940306,844.7410899194067,552.5935464686228,245.31662372599538,609.4692399113245,183.67773936386686,255.1135215204482,1567.3637751608362,2254.3487145747977,554.8309178743962,167.9273428115058,1619.031337590761,276.4922433755677,617.4166107006939,797.7097713443455,264.33243781912324,649.6548692898599,348.1051284978079,701.7416422721512,5955.18626349857,317.1483276491354,1529.3407512433296,437.9195705666667,1405.9539034252164,803.9503514009559,834.5940252776713,2556.3018657755497,4901.758649838786,1651.338199513382,1704.36892857378,235.85043208130256,852.1149191106699,253.9345730027548,344.4331409046488,681.0102122210636,2526.1932751156887,266.0178426601784,1298.2359058565955,479.6582763878059,3110.573200807892,3401.396252165241,388.12193455906606,175.99502487562188,1007.7409790774484,494.41839504702654,247.49708439206054,4734.131676840752,524.3424750814537,456.69665515524326,841.4972679601549,519.507887335182,2116.9750532931234,332.7668668575386,377.55117490843077,468.9532512136081,751.9659391293359
155.9464,139.07350000000002,183.35208,215.0,184.25,172.83,171.58,197.6425,168.0,181.5,141.7498,186.29426,176.90273333333334,139.51009999999997,178.19,201.6925,221.75,202.5,182.5,125.0,174.7,174.426075,188.5,181.99999999999997,161.79521,166.57670000000002,159.8325,167.07999999999998,191.23,146.35000000000002,247.375,197.95118000000002,186.37610333333333,136.19509,156.52784,180.33623,201.25,773.8353918117458,1058.561968805329,458.68613138686135,1280.1509888593475,1403.8613428275378,416.5357114143658,465.54810616533035,599.823619526658,7975.000000000002,397.91490010295286,77.26558197155518,200.57420846572973,3971.8192951873248,300.9642925062477,210.0,236.38145648948978,366.91155213872116,672.489029415077,4111.975962716472,577.7284733877559,807.3664580844845,798.1720831116901,259.70952307761434,477.09068387570574,190.71216226678007,232.33947765963777,1304.3227045014746,3003.4762488951687,-313.60267834514656,169.52528389514524,1560.3166968958465,287.3143177123445,572.3587854152504,768.3776342526402,259.5284146565789,3139.5228548915866,1873.774130547016,178.3834469931803,895.912003669318,333.0351151867592,542.4431763765481,539.0622830522402,993.3441460590759,444.750656167979,496.8441628515181,4149.537942013009,3888.5570056465526,322.1411192214112,3061.2108905302066,1307.9539958195808,1285.6438835146698,6666.62579200438,2412.958100197729,655.3315893041703,3076.9838760830708,693.4306569343064,541.0524837344011,239.11603243231275,492.93935445349814,3721.649850158707,380.59553192434345,817.262941475211,1286.5384223741773,303.07633576308194,1392.2921788684941,2594.5800195019483,538.7054357521077,464.20683932673177,636.0077457580655,481.8271893722931,1306.313402210848,365.9310312476904,631.5118833908705,762.7118931284864,791.5964097440012
157.22465,143.1639,182.534,210.0,185.0,171.2775,170.9025,195.5275,170.75,177.375,144.31395,186.762075,178.486775,138.02658571428572,176.1225,202.35500000000002,219.0,202.5,185.0,125.0,169.25,174.189175,182.83333333333337,180.40000000000003,160.8114375,166.9225,174.225,164.35,182.35750000000002,145.91625,243.75,190.46477500000003,181.28560833333336,138.2562625,164.3611208333333,172.74385,197.6875,766.4233576642337,2264.6122444643033,564.9336252814462,920.6102873596943,2213.4474161038584,810.126582278481,364.95726495726495,298.524479342004,1421.0526315789475,1617.9581767166403,200.75,290.97680075695837,5457.643347146215,290.28434729446724,203.93686687640866,259.29179059891675,402.0761405503846,3230.1329933017987,4513.038450568886,343.1837885027966,953.3650191307413,737.1238870252068,238.10581352369832,348.0810768284484,24000.000000000004,749.8845865454837,1256.5282865078623,1751.1230119851793,-810.4540298976526,247.2785831944114,2051.160771307757,282.58612301038704,564.1848523748395,555.5457108541244,252.16384888955758,4143.862376522917,404.0535657470731,485.19353048015523,665.6711511173296,1100.0,428.83481221811303,577.0828103377711,1944.5764491494074,584.0,573.7614545561287,2222.222222222222,2485.536299626896,1662.5802685347342,2423.2218636706984,319.52307431515726,1469.4419056341044,631.9903408431671,337.95042109902346,644.5094891500709,1449.0327374452345,2666.6666666666665,374.3403531589213,685.7910507966717,350.32831208960977,3847.532882372866,367.5284194097373,1094.7436424815112,1768.9640505997493,387.8102665263693,765.2579939870017,3913.654254437047,456.1163388644686,479.1889900361732,752.5725573512334,677.7401183032144,1057.5842315539267,377.48509780808405,312.2091130645726,785.2656236915975,742.569827439439
161.0594,143.1639,189.1809,211.0,195.5,179.94,178.315,209.315,173.25,185.25,147.249975,189.77156666666667,172.82479999999998,154.3921,178.995,201.015,220.5,197.5,193.0,125.0,171.0,174.664175,181.4,179.25,158.1573,169.045425,172.275,163.35,184.75,148.98666666666665,249.62499999999997,186.632675,180.74585416666667,138.37215,155.9528375,180.4293,208.1875,871.9265086760524,1603.3232979204126,595.5967555040556,3593.5780511281173,2707.092587473874,813.4715025906736,367.073593798851,387.35524145581775,1125.0,2950.26806098902,284.0,164.09782578315486,1873.4530062944232,1138.3660803726002,191.00892182534355,243.16992711546573,658.3991516778633,1844.3278903821524,4737.685352313145,481.3247195506733,769.2364941777275,752.18197009615,1917.542327170868,1424.0397593157868,3850.3336214971737,236.82097202539643,1392.6489772092204,737.3289912466344,-992.9817403458013,500.32882162430735,4507.368968604267,297.95075899579575,691.883650011729,734.8466250978851,266.03363444458705,4053.4108208500784,383.7103961816044,2619.0476190476193,546.7459843536053,623.2665235027439,519.6009028524096,458.74338653094145,2178.8074536613685,518.542537541973,298.12524561075026,605.0,3480.4217647142773,897.9859894921192,2222.7721607985304,217.66574077851993,1343.3412048594334,1403.4565755581502,613.4279807542795,517.0678243153342,2800.2716599764963,693.4306569343064,656.1650936650939,627.8267285654183,350.0000000000001,3540.4863928204777,356.43150490733507,1097.9988732198458,1744.058286773098,400.0206591091744,738.6625517350222,5896.164999639596,508.1795352101997,494.16730630020703,1716.5437389793742,803.554857923326,762.4605444828861,550.9430362712178,737.6152939718802,502.9012288376749,757.8843505084396
161.0594,143.16389999999998,181.5114,210.0,198.75,178.37,182.495,210.8075,179.0,185.25,154.214875,191.535825,162.97012939002593,160.30958000000004,178.23499999999999,203.92000000000002,225.5,196.75,197.75,125.0,171.25,177.950175,189.25,181.99999999999997,165.25928749999997,172.7091,173.9325,165.6,191.4,150.57125,251.125,189.41315000000003,187.605175,142.45111250000002,161.17170666666667,186.0757875,210.5625,1094.0,2212.225435474121,448.64689540736344,6373.188655766898,3654.2985893462983,202.55474452554748,524.0336134453781,607.9679771003144,1100.806451612903,2479.1688008331325,147.99999999999997,163.8104650531929,1108.3015754824476,1052.2673589722106,173.40628988490016,213.40674879012295,318.5910449844511,1174.5461146429093,4804.661539728246,503.0890316015144,1243.9778332435124,701.395225201248,249.06329648803512,679.0732272136158,191.79528644554864,209.10469328151504,1425.0813485561416,328.2596389910067,-918.4444132522706,506.4160917337422,1451.735751050517,536.5673155143204,579.6482134980149,492.2069926983607,301.1311482122878,3258.905574539299,363.83242476679357,1716.0771812996732,879.322989220917,312.9111383654811,1690.9088175215695,274.23898249783497,1561.9370956091223,603.6585585385067,593.9757764267873,1245.3571428571427,3511.0760102771533,1366.5757210686697,1848.231959063891,263.0416885380892,935.4477083339739,248.38019247318937,3782.3853396292407,616.2863595075105,2268.155415002314,-574.0911956653724,1018.232518232518,679.9004440060671,4039.7755254079084,3804.1890930982117,407.04905252835846,916.5903790155382,1143.7399654239048,443.2426088571099,1138.0949732903782,5746.922873103149,558.685955661701,554.1929094651998,590.100647273566,641.5077316244701,541.909945325776,336.956720343947,853.4305370921838,487.02112827040753,18588.087918698227
161.0594,143.16389999999998,172.81930000000003,206.74999999999997,197.75,166.114,175.91400000000002,202.114,182.5,176.0,167.10252,193.94178,153.00705278228293,165.80425714285713,191.416,208.26999999999998,228.8,199.59999999999997,199.4,125.0,170.8,184.51084,194.99999999999997,184.99999999999997,170.69884,165.22416,169.624,167.68,191.82,151.39500000000004,249.75,186.61304,190.08528333333334,146.81893999999997,167.37761875,191.40697999999998,202.75,1812.1757267687165,2631.871823208149,415.52624956356203,4784.5291317476,1072.6670689912185,649.2145142441134,2512.521144278607,366.76941057402144,244.343891402715,2458.5110157103586,33.0672410630161,632.9722080862899,1538.015914194689,375.470226341022,153.31909609317404,195.53869294889006,70.81314842711993,4112.5892776410565,4732.711884593189,2571.8547853659934,839.8738207873876,927.2281404470843,19805.88782062679,565.6806458748066,181.6818584083967,270.762759182431,1514.077769321626,3511.5470914564194,-644.1006521797387,1083.3333333333333,1400.1188266507158,304.67322286197685,624.2304105917733,660.7562924591609,294.2135412862593,2151.0840242568,336.6340062403633,706.7268749282271,539.0767946038023,285.8918989661039,334.0264774683418,345.534545656131,1129.9601475553734,706.3308896732735,550.0918001733884,565.0,12195.026992630774,324.35939020434637,1323.7819988641675,274.2146530316171,1050.4481984536799,243.10101053909875,5749.927345399783,683.7615208070445,2412.4716820748445,-366.5974627756215,736.3545317976965,298046.6937929231,3221.58313858391,3561.5467218910358,350.6413571748779,640.0799051939125,1218.265253426298,370.8267121856197,1587.7403848744802,2675.9814524070634,504.24626435243766,569.5249372659038,570.5073867715306,735.013809300877,702.7922202220946,393.0336251921768,1045.70186650156,675.1224237072898,780.4600259234319
158.24725000000004,143.16389999999998,170.390625,188.33333333333337,194.5,160.1,170.5866666666667,192.42,172.75,169.5,167.22445,193.60815,146.8003,169.52583333333337,186.26500000000001,204.035,217.0,195.0,188.25,125.0,168.88666666666668,182.677225,167.5,175.00000000000003,174.56933750000002,160.13815,173.5775,169.35,188.025,148.41666666666669,249.5,185.98287500000004,188.48983750000002,144.5191375,150.05948750000002,182.8961375,193.5625,1799.9999999999998,2145.9865133910475,624.3478260869565,2367.219779538031,2551.0591041094112,614.9666094408122,378.56381056353393,413.099828050735,544.9965982699649,1330.9003043808434,5.285174683660294,168.17998515325695,11300.175317715286,250.76686480520473,132.93746548826036,224.26138338547096,169.02905520214745,657.406804054855,4540.581258686971,920.6264100380366,735.7411288062347,762.6171443888519,199.38349051027564,677.3144629351164,7196.913698403928,198.37222685179205,1377.7053084600252,1309.6806129963086,-227.209060690885,183.57921744708148,1621.9301182531924,551.637903924167,639.7989090188472,722.6960691676031,302.10208674304425,1120.6835566688117,332.7078066729953,413.3008292970269,1089.509830371583,317.1927334657962,378.73958259948773,210.4754063546369,1849.2674877096808,621.5863642044745,424.7295935399696,205.0,9084.655524531378,317.51824817518246,1183.0915484146662,344.92267374235166,1451.790159618455,12476.822903139611,3332.205396237342,620.8430449459557,1334.2452741114726,373.47859166144303,572.9946713403083,376.0683305038183,5822.157434402332,2708.0898255000466,423.8867305451047,358.0291970802919,885.6086919027307,365.9595765569642,1058.4854939717286,1896.9301594343938,538.6035851013463,469.49839298986734,648.1652762190221,942.0512380087747,582.1511334435105,486.01546714639244,689.4596032622696,663.1265863062974,688.9204182239333
133.55145999999996,143.1639,163.20686,181.2,194.6,150.2,164.76,178.45,163.0,155.8,159.87272000000002,155.13714,145.72902000000002,166.55025,190.868,174.328,189.6,184.20000000000002,180.4,125.0,164.566,175.4778,152.1,168.66666666666666,178.193,160.53698,158.16199999999998,169.4,182.368,147.45,245.05,155.31361999999996,175.97589,130.14386,154.0654375,177.417105,184.45,400.24330900243314,511.64,597.497393117831,1346.1792925542138,880.1556386498055,398.78945941855375,497.3593152431252,416.8820901952257,1021.5650154751278,1183.966589090027,56.319386935998565,153.45074145659228,8460.60041827749,409.33625591571695,114.45152310825472,329.5834607335537,457.36068474840397,1136.612061289832,4247.01453378859,470.1691437139299,742.80572086863,838.5989623079912,174.9997044922245,1451.8848337388483,158.20146287314503,240.41557117415914,1610.0894521892246,1152.8842393340597,274.97175765161273,666.77426438296,1285.472181355032,561.5944039120648,626.1510128913443,693.1306747063593,247.71818872616745,558.4415584415583,342.6105814567045,432.02987128796036,826.1229662531114,4018.723961183073,443.2453254875071,362.49603083456157,1693.2597280531932,559.0346551570292,340.83230203404673,220.0,2465.666304328173,318.7347931873479,280.52452461269365,202.44036231310477,753.787350311489,8081.311255817365,349.6999014901645,611.9271362158345,2695.8087339378217,703.7037037037035,620.7011235955057,604.2108372348684,242.37657491555782,1570.6829086812054,412.171010494827,160.0,1991.5438222062307,349.7990454678229,812.5216896508452,2349.623656508584,521.6772215959606,516.2875056696464,490.1802173807995,550.988907021954,681.2981960480627,534.7970348681613,415.85733712007135,405.88905349522497,697.3664619558716
125.2684,133.68879374523314,146.99865,180.00000000000003,196.0,150.18,159.84000000000003,176.805,154.0,155.0,153.9066,165.377225,144.15317500000003,172.19490000000008,184.22750000000002,184.41750000000002,174.0,169.50000000000003,174.5,124.5,158.5,161.038625,142.50000000000003,161.5,188.34853750000002,130.8344,147.95499999999998,167.9,172.45,139.29250000000002,248.75,151.0551125,155.02787083333334,123.75596250000001,150.71204375000002,142.33302500000002,171.75,18.31756192601067,404.9020775759786,747.9721900347624,772.4118195570734,1398.5211570789209,207.3398426391127,819.7945205479452,3909.923928831304,680.1805612426639,597.9167293928647,177.83546389409693,145.54448710040265,33150.360413569055,240.2072480193021,100.05139399125241,191.71449188869354,338.489620478242,644.3404380568203,3874.6727572024793,412.1265222036877,503.05807327056397,915.9049553739119,333.3333333333333,509.30879548599603,-2037.3639583904721,198.1845926616556,1177.137813257442,723.2699488948629,805.183199285076,613.8354744998824,1324.2116279715176,456.8832037550687,508.3162494759993,561.8062272899847,271.58940440095864,723.9029746542382,373.56957860642126,445.7654095701541,691.1065953076219,8064.855331273931,1392.2584224507193,321.8469243989534,2175.1737805114576,454.33070866141725,600.57639614538,207.0993393793225,3408.8814720084674,380.447259195649,842.5164035888109,183.1715669016128,990.6370067042388,160.25550604302282,383.0798531143633,673.8672309155577,827.8980136377114,222.39974016826147,1496.8719144555787,454.83194868057774,216.99094586784815,476.19047619047626,347.88016309410807,159.17209908735333,1351.834767885656,314.30065354028454,3112.612423764954,1546.3846276901184,586.3013595093432,975.1140008649827,1001.3452640175701,1403.2113867569967,618.3877425899898,396.6429449228151,741.3542211791071,512.2682230341375,694.7929660232833
125.26839999999999,122.71189999999999,155.9464,176.25,171.5,148.61,159.02,169.1725,153.25,152.5,154.142325,169.556525,140.66927499999997,140.81553333333335,166.65,180.4975,172.5,174.5,170.25,120.0,154.875,161.046475,136.58333333333334,158.25,189.03142857142853,122.434675,151.98,167.73333333333332,171.0666666666667,136.6875,247.875,153.90952500000003,153.55143333333334,123.17261249999999,153.73735625,128.5406125,167.0,749.3917274939174,699.6277978001004,322.88364695640524,728.8071814660746,701.6356041490428,506.21579096817584,3249.9999999999995,2988.574221321231,1164.6341463414635,931.244139403097,309.79696969383826,229.92393685199005,12800.0592417332,162.67518404307359,91.92720317534892,197.39144006672615,144.50751727905376,899.9369155091999,3461.881678334818,263.32494931283475,858.0125101658458,579.6862725441886,162.28822727004513,1025.3929831056153,169.85166088187927,199.98788798618966,1188.1225952071165,820.2855630755379,1306.166660646826,422.2114117435737,1515.3678592463164,572.9268083614112,641.3881748071979,736.0143341903613,265.3475755922565,1351.842984037935,390.8037633047282,476.32777469386565,790.9900836903057,7000.000000000001,838.2752914486415,256.9482357897135,1311.4463953641211,275.29949381327333,562.3234894584185,218.65109988840342,1519.4014043226857,286.5541362530413,551.6909473046746,307.91024811418725,1076.439900687552,930.0920276952711,473.5796581430031,599.8564151378976,1686.6377787014294,690.9090909090909,622.479581012994,484.6175071685402,3056.139438882734,-287.906388772826,336.3886493247848,450.3469797947741,850.6065566427833,330.1030957965265,1148.2516900434384,1563.4148267511573,523.440187926734,677.8511583710656,539.7447606047853,1305.4599515327104,760.2405342264453,357.64057576034946,956.2517218021092,677.1759056261074,732.74592465595
